masse_A
t;pixel_{x};pixel_{y}
0.0;807.3180873180872;423.5239085239085
0.03333333333333333;832.8586278586278;409.7713097713098
0.06666666666666667;853.9085239085238;398.8253638253638
0.1;877.7650727650727;387.8794178794179
0.13333333333333333;898.2536382536382;376.37214137214136
0.16666666666666669;917.9002079002078;365.987525987526
0.2;938.6694386694386;354.7609147609148
0.23333333333333334;961.4033264033263;342.97297297297297
0.26666666666666666;981.8918918918918;332.02702702702703
0.3;1001.5384615384614;321.0810810810811
0.33333333333333337;1022.5883575883574;309.85446985446987
0.3666666666666667;1042.5155925155925;300.03118503118503
0.4;1060.1975051975053;292.17255717255716
0.43333333333333335;1080.966735966736;279.82328482328484
0.4666666666666667;1099.4906444906444;272.24532224532226
0.5;1119.97920997921;261.01871101871103
0.5333333333333333;1138.7837837837837;251.75675675675677
0.5666666666666667;1157.027027027027;258.4927234927235
0.6;1173.866943866944;264.1060291060291
0.6333333333333334;1190.4261954261954;271.96465696465697
0.6666666666666667;1208.950103950104;277.5779625779626
0.7000000000000001;1225.790020790021;281.2266112266112
0.7333333333333334;1241.787941787942;285.71725571725574
0.7666666666666667;1256.6632016632018;290.2079002079002
0.8;1273.5031185031185;296.1018711018711
0.8333333333333334;1289.7817047817048;299.46985446985445
0.8666666666666667;1306.3409563409564;304.52182952182955
0.9;1311.112266112266;308.7318087318087
0.9333333333333333;1301.850311850312;313.2224532224532
0.9666666666666667;1290.3430353430354;320.5197505197505
1.0;1277.993762993763;326.13305613305613
1.0333333333333334;1270.6964656964658;331.46569646569645
