masse_A
t;pixel_{x};pixel_{y}
0.0;878.3104125736738;358.2318271119843
0.03333333333333333;897.7603143418467;383.3398821218074
0.06666666666666667;923.5756385068762;409.8624754420432
0.1;943.7328094302553;431.43418467583496
0.13333333333333333;960.0;431.0805500982318
0.16666666666666669;979.4499017681728;416.5815324165029
0.2;979.4499017681728;415.8742632612966
0.23333333333333334;995.3634577603142;402.4361493123772
0.26666666666666666;1032.4950884086443;381.2180746561886
0.3;1049.8231827111983;369.1944990176817
0.33333333333333337;1069.6267190569745;361.4145383104125
0.3666666666666667;1087.3084479371316;355.4027504911591
0.4;1106.7583497053045;349.03732809430255
0.43333333333333335;1125.147347740668;339.84282907662083
0.4666666666666667;1145.6581532416503;333.83104125736736
0.5;1162.632612966601;324.2829076620825
0.5333333333333333;1179.607072691552;320.74656188605104
0.5666666666666667;1196.5815324165028;312.9666011787819
0.6;1197.2888015717092;314.3811394891945
0.6333333333333334;1213.9096267190569;306.2475442043222
0.6666666666666667;1247.8585461689586;292.10216110019644
0.7000000000000001;1266.2475442043221;283.614931237721
0.7333333333333334;1282.1611001964636;278.31041257367383
0.7666666666666667;1298.4282907662082;269.1159135559921
0.8;1316.1100196463653;262.75049115913555
0.8333333333333334;1321.0609037328093;254.2632612966601
0.8666666666666667;1311.5127701375245;244.36149312377208
0.9;1297.0137524557956;236.93516699410608
0.9333333333333333;1288.5265225933201;229.8624754420432
0.9666666666666667;1283.5756385068762;225.6188605108055
1.0;1283.2220039292731;227.03339882121807
1.0333333333333334;1275.0884086444007;218.5461689587426
1.0666666666666667;1261.6502946954813;204.40078585461688
1.1;1253.1630648330058;196.97445972495086
1.1333333333333333;1247.1512770137524;200.86444007858546
1.1666666666666667;1241.139489194499;202.63261296660116
1.2;1235.1277013752456;207.9371316306483
1.2333333333333334;1228.7622789783888;210.76620825147347
1.2666666666666668;1222.0432220039293;212.88801571709232
1.3;1216.738703339882;214.65618860510804
1.3333333333333335;1210.3732809430255;218.5461689587426
1.3666666666666667;1204.361493123772;222.4361493123772
1.4000000000000001;1206.1296660117878;219.60707269155205
1.4333333333333333;1197.6424361493123;223.85068762278976
1.4666666666666668;1190.2161100196463;228.80157170923377
1.5;1182.0825147347741;233.04518664047148
1.5333333333333334;1176.0707269155205;235.87426326129665
1.5666666666666667;1172.8880157170922;237.99607072691552
1.6;1165.8153241650293;242.94695481335953
1.6333333333333333;1163.3398821218075;245.06876227897837
1.6666666666666667;1158.0353634577602;248.25147347740668
1.7000000000000002;1153.7917485265225;249.31237721021608
1.7333333333333334;1150.9626719056973;250.72691552062867
1.7666666666666668;1145.304518664047;255.32416502946953
1.8;1146.7190569744596;252.84872298624754
1.8333333333333335;1141.0609037328095;256.7387033398821
1.8666666666666667;1133.9882121807466;259.2141453831041
1.9000000000000001;1130.098231827112;260.9823182711198
1.9333333333333333;1125.500982318271;265.22593320235757
1.9666666666666668;1122.671905697446;265.5795677799607
2.0;1118.4282907662082;268.4086444007858
2.033333333333333;1115.599214145383;268.76227897838896
2.066666666666667;1112.7701375245579;271.94499017681727
2.1;1110.2946954813358;273.35952848722985
2.1333333333333333;1107.4656188605109;276.188605108055
2.166666666666667;1104.2829076620824;280.07858546168956
2.2;1104.6365422396857;279.7249508840864
2.2333333333333334;1102.5147347740667;280.07858546168956
2.2666666666666666;1099.3320235756385;282.9076620825147
2.3000000000000003;1097.2102161100197;282.9076620825147
2.3333333333333335;1095.7956777996071;285.0294695481336
2.3666666666666667;1092.6129666011786;287.15127701375246
2.4;1091.198428290766;288.21218074656184
