masse_A
t;pixel_{x};pixel_{y}
0.0;839.9443155452436;380.1856148491879
0.03333333333333333;867.3410672853829;394.66357308584685
0.06666666666666667;896.2969837587008;408.91879350348023
0.1;919.2389791183296;421.39211136890947
0.13333333333333333;945.2993039443156;434.08816705336426
0.16666666666666669;969.800464037123;447.00696055684455
0.2;996.7517401392112;459.03480278422273
0.23333333333333334;1022.5893271461717;471.2853828306264
0.26666666666666666;1046.8677494199537;483.0904872389791
0.3;1072.259860788863;493.55916473317865
0.33333333333333337;1096.3155452436195;504.69605568445473
0.3666666666666667;1119.2575406032483;501.5777262180974
0.4;1143.7587006960557;498.6821345707656
0.43333333333333335;1166.0324825986079;494.0046403712297
0.4666666666666667;1189.4199535962878;490.21809744779574
0.5;1214.8120649651974;486.65429234338745
0.5333333333333333;1234.6357308584688;483.53596287703016
0.5666666666666667;1260.9187935034804;480.86310904872386
0.6;1280.9651972157774;476.85382830626446
0.6333333333333334;1306.1345707656612;472.399071925754
0.6666666666666667;1314.15313225058;467.7215777262181
0.7000000000000001;1299.6751740139212;460.14849187935033
0.7333333333333334;1284.9744779582368;455.9164733178654
0.7666666666666667;1268.7146171693737;452.35266821345704
0.8;1256.909512761021;448.34338747099764
0.8333333333333334;1246.8863109048725;442.99767981438515
0.8666666666666667;1238.4222737819027;439.21113689095125
0.9;1229.2900232018562;435.20185614849186
0.9333333333333333;1221.048723897912;429.6334106728538
0.9666666666666667;1213.0301624129931;425.17865429234337
